pathways	symbol	type
Glycine, serine and threonine metabolism	PGAM4	Amino acid metabolism
Glycine, serine and threonine metabolism	BPGM	Amino acid metabolism
Glycine, serine and threonine metabolism	PHGDH	Amino acid metabolism
Glycine, serine and threonine metabolism	PSAT1	Amino acid metabolism
Glycine, serine and threonine metabolism	PSPH	Amino acid metabolism
Glycine, serine and threonine metabolism	GCAT	Amino acid metabolism
Glycine, serine and threonine metabolism	ALAS1	Amino acid metabolism
Glycine, serine and threonine metabolism	ALAS2	Amino acid metabolism
Glycine, serine and threonine metabolism	MAOB	Amino acid metabolism
Glycine, serine and threonine metabolism	MAOA	Amino acid metabolism
Glycine, serine and threonine metabolism	AOC3	Amino acid metabolism
Glycine, serine and threonine metabolism	AOC2	Amino acid metabolism
Glycine, serine and threonine metabolism	GLDC	Amino acid metabolism
Glycine, serine and threonine metabolism	AMT	Amino acid metabolism
Glycine, serine and threonine metabolism	DLD	Amino acid metabolism
Glycine, serine and threonine metabolism	GCSH	Amino acid metabolism
Glycine, serine and threonine metabolism	DAO	Amino acid metabolism
Glycine, serine and threonine metabolism	AGXT2	Amino acid metabolism
Glycine, serine and threonine metabolism	GATM	Amino acid metabolism
Glycine, serine and threonine metabolism	GAMT	Amino acid metabolism
Glycine, serine and threonine metabolism	CHDH	Amino acid metabolism
Glycine, serine and threonine metabolism	ALDH7A1	Amino acid metabolism
Glycine, serine and threonine metabolism	BHMT	Amino acid metabolism
Glycine, serine and threonine metabolism	DMGDH	Amino acid metabolism
Glycine, serine and threonine metabolism	PIPOX	Amino acid metabolism
Glycine, serine and threonine metabolism	SARDH	Amino acid metabolism
Glycine, serine and threonine metabolism	GNMT	Amino acid metabolism
Glycine, serine and threonine metabolism	CBS	Amino acid metabolism
Glycine, serine and threonine metabolism	CBS	Amino acid metabolism
Glycine, serine and threonine metabolism	CTH	Amino acid metabolism
Glycine, serine and threonine metabolism	SDS	Amino acid metabolism
Glycine, serine and threonine metabolism	SDSL	Amino acid metabolism
Glycine, serine and threonine metabolism	SRR	Amino acid metabolism
Cysteine and methionine metabolism	CTH	Amino acid metabolism
Cysteine and methionine metabolism	KYAT3	Amino acid metabolism
Cysteine and methionine metabolism	KYAT1	Amino acid metabolism
Cysteine and methionine metabolism	CBS	Amino acid metabolism
Cysteine and methionine metabolism	CBS	Amino acid metabolism
Cysteine and methionine metabolism	BHMT	Amino acid metabolism
Cysteine and methionine metabolism	BHMT2	Amino acid metabolism
Cysteine and methionine metabolism	MTR	Amino acid metabolism
Cysteine and methionine metabolism	MAT2B	Amino acid metabolism
Cysteine and methionine metabolism	MAT1A	Amino acid metabolism
Cysteine and methionine metabolism	MAT2A	Amino acid metabolism
Cysteine and methionine metabolism	AMD1	Amino acid metabolism
Cysteine and methionine metabolism	SRM	Amino acid metabolism
Cysteine and methionine metabolism	SMS	Amino acid metabolism
Cysteine and methionine metabolism	MTAP	Amino acid metabolism
Cysteine and methionine metabolism	LACC1	Amino acid metabolism
Cysteine and methionine metabolism	MRI1	Amino acid metabolism
Cysteine and methionine metabolism	APIP	Amino acid metabolism
Cysteine and methionine metabolism	ENOPH1	Amino acid metabolism
Cysteine and methionine metabolism	ADI1	Amino acid metabolism
Cysteine and methionine metabolism	TAT	Amino acid metabolism
Cysteine and methionine metabolism	IL4I1	Amino acid metabolism
Cysteine and methionine metabolism	GNMT	Amino acid metabolism
Cysteine and methionine metabolism	DNMT1	Amino acid metabolism
Cysteine and methionine metabolism	DNMT3A	Amino acid metabolism
Cysteine and methionine metabolism	DNMT3B	Amino acid metabolism
Cysteine and methionine metabolism	AHCYL2	Amino acid metabolism
Cysteine and methionine metabolism	AHCYL1	Amino acid metabolism
Cysteine and methionine metabolism	AHCY	Amino acid metabolism
Cysteine and methionine metabolism	BCAT2	Amino acid metabolism
Cysteine and methionine metabolism	BCAT1	Amino acid metabolism
Cysteine and methionine metabolism	AGXT2	Amino acid metabolism
Cysteine and methionine metabolism	GCLC	Amino acid metabolism
Cysteine and methionine metabolism	GCLM	Amino acid metabolism
Cysteine and methionine metabolism	GSS	Amino acid metabolism
Cysteine and methionine metabolism	CDO1	Amino acid metabolism
Cysteine and methionine metabolism	GOT1	Amino acid metabolism
Cysteine and methionine metabolism	GOT1L1	Amino acid metabolism
Cysteine and methionine metabolism	GOT2	Amino acid metabolism
Cysteine and methionine metabolism	MPST	Amino acid metabolism
Cysteine and methionine metabolism	TST	Amino acid metabolism
Cysteine and methionine metabolism	LDHAL6A	Amino acid metabolism
Cysteine and methionine metabolism	LDHAL6B	Amino acid metabolism
Cysteine and methionine metabolism	LDHA	Amino acid metabolism
Cysteine and methionine metabolism	LDHB	Amino acid metabolism
Cysteine and methionine metabolism	LDHC	Amino acid metabolism
Cysteine and methionine metabolism	MDH1	Amino acid metabolism
Cysteine and methionine metabolism	MDH2	Amino acid metabolism
Cysteine and methionine metabolism	SDS	Amino acid metabolism
Cysteine and methionine metabolism	SDSL	Amino acid metabolism
Cysteine and methionine metabolism	PHGDH	Amino acid metabolism
Cysteine and methionine metabolism	PSAT1	Amino acid metabolism
Valine, leucine and isoleucine degradation	BCAT2	Amino acid metabolism
Valine, leucine and isoleucine degradation	BCAT1	Amino acid metabolism
Valine, leucine and isoleucine degradation	IL4I1	Amino acid metabolism
Valine, leucine and isoleucine degradation	BCKDHA	Amino acid metabolism
Valine, leucine and isoleucine degradation	BCKDHB	Amino acid metabolism
Valine, leucine and isoleucine degradation	DBT	Amino acid metabolism
Valine, leucine and isoleucine degradation	DLD	Amino acid metabolism
Valine, leucine and isoleucine degradation	ACADS	Amino acid metabolism
Valine, leucine and isoleucine degradation	ACADM	Amino acid metabolism
Valine, leucine and isoleucine degradation	IVD	Amino acid metabolism
Valine, leucine and isoleucine degradation	ACADSB	Amino acid metabolism
Valine, leucine and isoleucine degradation	ACAD8	Amino acid metabolism
Valine, leucine and isoleucine degradation	HADHA	Amino acid metabolism
Valine, leucine and isoleucine degradation	EHHADH	Amino acid metabolism
Valine, leucine and isoleucine degradation	ECHS1	Amino acid metabolism
Valine, leucine and isoleucine degradation	HADH	Amino acid metabolism
Valine, leucine and isoleucine degradation	HSD17B10	Amino acid metabolism
Valine, leucine and isoleucine degradation	ACAA1	Amino acid metabolism
Valine, leucine and isoleucine degradation	ACAA2	Amino acid metabolism
Valine, leucine and isoleucine degradation	HADHB	Amino acid metabolism
Valine, leucine and isoleucine degradation	PCCA	Amino acid metabolism
Valine, leucine and isoleucine degradation	PCCB	Amino acid metabolism
Valine, leucine and isoleucine degradation	MCEE	Amino acid metabolism
Valine, leucine and isoleucine degradation	MMUT	Amino acid metabolism
Valine, leucine and isoleucine degradation	HIBCH	Amino acid metabolism
Valine, leucine and isoleucine degradation	HIBADH	Amino acid metabolism
Valine, leucine and isoleucine degradation	ALDH6A1	Amino acid metabolism
Valine, leucine and isoleucine degradation	ALDH2	Amino acid metabolism
Valine, leucine and isoleucine degradation	ALDH3A2	Amino acid metabolism
Valine, leucine and isoleucine degradation	ALDH1B1	Amino acid metabolism
Valine, leucine and isoleucine degradation	ALDH7A1	Amino acid metabolism
Valine, leucine and isoleucine degradation	ALDH9A1	Amino acid metabolism
Valine, leucine and isoleucine degradation	AOX1	Amino acid metabolism
Valine, leucine and isoleucine degradation	ACSF3	Amino acid metabolism
Valine, leucine and isoleucine degradation	ABAT	Amino acid metabolism
Valine, leucine and isoleucine degradation	AGXT2	Amino acid metabolism
Valine, leucine and isoleucine degradation	MCCC1	Amino acid metabolism
Valine, leucine and isoleucine degradation	MCCC2	Amino acid metabolism
Valine, leucine and isoleucine degradation	AUH	Amino acid metabolism
Valine, leucine and isoleucine degradation	HMGCL	Amino acid metabolism
Valine, leucine and isoleucine degradation	HMGCLL1	Amino acid metabolism
Valine, leucine and isoleucine degradation	OXCT1	Amino acid metabolism
Valine, leucine and isoleucine degradation	OXCT2	Amino acid metabolism
Valine, leucine and isoleucine degradation	AACS	Amino acid metabolism
Valine, leucine and isoleucine degradation	ACAT2	Amino acid metabolism
Valine, leucine and isoleucine degradation	ACAT1	Amino acid metabolism
Valine, leucine and isoleucine degradation	HMGCS1	Amino acid metabolism
Valine, leucine and isoleucine degradation	HMGCS2	Amino acid metabolism
Valine, leucine and isoleucine biosynthesis	SDS	Amino acid metabolism
Valine, leucine and isoleucine biosynthesis	SDSL	Amino acid metabolism
Valine, leucine and isoleucine biosynthesis	BCAT2	Amino acid metabolism
Valine, leucine and isoleucine biosynthesis	BCAT1	Amino acid metabolism
Lysine degradation	AASS	Amino acid metabolism
Lysine degradation	ALDH7A1	Amino acid metabolism
Lysine degradation	AADAT	Amino acid metabolism
Lysine degradation	DHTKD1	Amino acid metabolism
Lysine degradation	DLST	Amino acid metabolism
Lysine degradation	DLD	Amino acid metabolism
Lysine degradation	GCDH	Amino acid metabolism
Lysine degradation	HADHA	Amino acid metabolism
Lysine degradation	EHHADH	Amino acid metabolism
Lysine degradation	ECHS1	Amino acid metabolism
Lysine degradation	HADH	Amino acid metabolism
Lysine degradation	ACAT2	Amino acid metabolism
Lysine degradation	ACAT1	Amino acid metabolism
Lysine degradation	HYKK	Amino acid metabolism
Lysine degradation	PHYKPL	Amino acid metabolism
Lysine degradation	PIPOX	Amino acid metabolism
Lysine degradation	CAMKMT	Amino acid metabolism
Lysine degradation	KMT2A	Amino acid metabolism
Lysine degradation	KMT2D	Amino acid metabolism
Lysine degradation	KMT2C	Amino acid metabolism
Lysine degradation	KMT2B	Amino acid metabolism
Lysine degradation	KMT2E	Amino acid metabolism
Lysine degradation	SETD1B	Amino acid metabolism
Lysine degradation	SETD1A	Amino acid metabolism
Lysine degradation	SETD7	Amino acid metabolism
Lysine degradation	PRDM9	Amino acid metabolism
Lysine degradation	PRDM7	Amino acid metabolism
Lysine degradation	ASH1L	Amino acid metabolism
Lysine degradation	SMYD2	Amino acid metabolism
